id,Город дистрибьютора,Торг_точка_грязная,Торг_точка_грязная_адрес,outlet_clean_id
6995,Ростов-на-Дону,Тышлангов А.М.,-,1962
6996,Ростов-на-Дону,Тышлангов А М,-,0
6997,Ростов-на-Дону,"Универсам ""Меркурий-маркет ""/РАДИО/",-,1963
6998,Ростов-на-Дону,Фалчаари С В ИП,-,1964
6999,Ростов-на-Дону,Фалчаари С.В. ИП,г.Ростов-на-Дону пр-кт Космонавтов 41 В,1965
7000,Ростов-на-Дону,Фалчаари С.В. ИП,-,1964
7001,Ростов-на-Дону,Федорова И.Б. ИП (Семашко),-,1144
7002,Ростов-на-Дону,Федорова Н.Н. ИП,-,1966
7003,Ростов-на-Дону,Ханджян В А ИП,-,1967
7004,Ростов-на-Дону,Харченко А.И.,"ул. Станиславского, 106/28",0
7005,Ростов-на-Дону,Харченко А.И.,-,1968
7006,Ростов-на-Дону,Хачатрян Г.Б.,г.Ростов-на-Дону ул.45-я линия 13/87,0
7007,Ростов-на-Дону,Хачикян А.П.(45 б),-,1969
7008,Ростов-на-Дону,Хачикян А.П. ИП (Комс),Комсомольская 2а,1970
7009,Ростов-на-Дону,Хачикян А П (45 б),-,1969
7010,Ростов-на-Дону,Церунян А Г ИП,-,1971
7011,Ростов-на-Дону,Церунян А.Г. ИП,"г.Каменск-Шахтинский,ул. Ворошилова 161е м-н Уражай",0
7012,Ростов-на-Дону,Церунян А.Г. ИП,-,1971
7013,Ростов-на-Дону,Церунян А.Г. ИП(40 лет Победы),-,1972
7014,Ростов-на-Дону,Церунян А Г ИП (Сергей),-,0
7015,Ростов-на-Дону,Церунян А.Г. ИП (Сергей),"Каменск-Шахтинский, пер.Коммунистический 92",0
7016,Ростов-на-Дону,Церунян А Г ИП(40 лет Победы),-,1972
7017,Ростов-на-Дону,Церунян А.Г. ИП(40 лет Победы),40 лет Победы 8,1972
7018,Ростов-на-Дону,Цой А Г,-,1973
7019,Ростов-на-Дону,Цой А.Г.,-,1973
7020,Ростов-на-Дону,Цой А.Г.,"г. Ростов-на-Дону, ул. 339-й стрелковой дивизии,29",0
7021,Ростов-на-Дону,Чайка ООО,"г.Ростов-на-Дону,ул.ул.Социалистическая, 74",1974
7022,Ростов-на-Дону,Чайка ООО,-,1168
7023,Ростов-на-Дону,Частное лицо,-,370
7024,Ростов-на-Дону,Чеботарева М.Ю. ИП,-,1975
7025,Ростов-на-Дону,Черепахина Татьяна Александровна ИП,-,1759
7026,Ростов-на-Дону,Черепахина Татьяна Александровна ИП,"Ростов-на-Дону, Текучева, д. 145",1976
7027,Ростов-на-Дону,Чернега С.Б. ИП,Нахичеванский рынок,1977
7028,Ростов-на-Дону,Черных В.И. ИП,Белорусская 15,1978
7029,Ростов-на-Дону,Черных В И ИП,-,1979
7030,Ростов-на-Дону,Черных В.И. ИП,-,1979
7031,Ростов-на-Дону,Черных О.В. ИП,"г.Ростов-нД, Комарова, 16",0
7032,Ростов-на-Дону,Черных О В ИП,-,1980
7033,Ростов-на-Дону,Черных О.В. ИП,-,1980
7034,Ростов-на-Дону,Чернышов О.Г. ИП,-,1981
7035,Ростов-на-Дону,Чернышов О.Г. ИП,"г. Новошахтинск, ул. Республиканская, д. 43, кор. а",1982
7036,Ростов-на-Дону,ЧЛ,-,1983
7037,Ростов-на-Дону,ЧЛ,-,1983
7038,Ростов-на-Дону,ЧЛ,Доломановский 13,1984
7039,Ростов-на-Дону,Чумаков А.Ю. ИП,г.Ростов-на-Дону ул. Еременко 66\5,0
7040,Ростов-на-Дону,Чумакова Н.В. ИП,г.Ростов-на-Дону ул. Орбитальная 76,0
7041,Ростов-на-Дону,Чуприн ИП,-,1985
7042,Ростов-на-Дону,Шакарян С.С. ИП,-,176
7043,Ростов-на-Дону,Шакарян С.С. ИП(Туполева),-,177
7044,Ростов-на-Дону,Шакарян С.С. ИП(Туполева),Туполева 4,177
7045,Ростов-на-Дону,Шамраева Т В ИП,-,0
7046,Ростов-на-Дону,Шамраева Т.В. ИП,-,0
7047,Ростов-на-Дону,Шамраева Т.В. ИП,"г. Ростов - на - Дону, ул. Кадровая, д. 71",0
7048,Ростов-на-Дону,Шарипова О.Н. ИП,-,0
7049,Ростов-на-Дону,Шарипова О.Н. ИП,"г.Ростов-на-Дону ул.Калитвинская 28 ""Б""",0
7050,Ростов-на-Дону,Шевцов Андрей Владимирович ИП,"г. Таганрог, Октябрьская;136/1 цветочный;15",1986
7051,Ростов-на-Дону,Шелковская Г.Е.,"г. Шахты, пер. Енисейский, д. 26, кв. 23",0
7052,Ростов-на-Дону,Шелковская Г.Е.,-,1987
7053,Ростов-на-Дону,ИП Шмелева Е И г Гуково ул Суворова д 5,-,1988
7054,Ростов-на-Дону,Щекочихин В В ИП,-,1197
7055,Ростов-на-Дону,Щекочихин В.В. ИП,-,1197
7056,Ростов-на-Дону,Щекочихин В.В. ИП,"г.Ростов-на-Дону, 40 лет Победы 63/4, ла",1989
7057,Ростов-на-Дону,Щербаков И.М. (Лекальная),-,1990
7058,Ростов-на-Дону,Щербаков И.М. (Лекальная),Лекальная 13,1990
7059,Ростов-на-Дону,Щербакова О.,-,1991
7060,Ростов-на-Дону,Щиповсков А.М. ИП,"г. Ростов-на-Дону, пр. Космонавтов 30/22",0
7061,Ростов-на-Дону,Экспериментальное,-,1992
7062,Ростов-на-Дону,Экспериментальное,"г.Новочеркасск, ул. Авиаторов, д. 16, кв. 41",1993
7063,Ростов-на-Дону,Элантра ООО,-,1994
7064,Ростов-на-Дону,ЮККА ООО,-,1995
7065,Ростов-на-Дону,Языкова,Плиева 5,1996
7066,Ростов-на-Дону,Яншахов Самвэл Владимирович ИП,-,1997
7067,Ростов-на-Дону,Яншахов Самвэл Владимирович ИП,-,1997
7068,Ростов-на-Дону,Яншахов Самвэл Владимирович ИП,"г.Сальск, ул.Крамского,43",1997
7069,Ростов-на-Дону,Рыбак Г Г ИП,-,0
7070,Ростов-на-Дону,Рыбак Г.Г ИП,-,0
7071,Ростов-на-Дону,Рыбак Г.Г ИП,"г.Ростов-на-Дону, пр. Космонавтов 27/5",0
7072,Ростов-на-Дону,"""МЕРКУРИЙ-3"" Новая Соколовка",-,0
7073,Ростов-на-Дону,"""МЕРКУРИЙ""",-,1998
7074,Ростов-на-Дону,7-я МАРКЕТ ООО,-,410
7075,Ростов-на-Дону,7 Дней ООО,-,1999
7076,Ростов-на-Дону,7 Дней ООО,ул.Мадояна д.285/96,1999
7077,Ростов-на-Дону,Аванесян К.К. ИП,-,418
7078,Ростов-на-Дону,Аванесян К К ИП,-,418
7079,Ростов-на-Дону,Аванесян К.К. ИП,ул.Волкова д.41/0,2000
7080,Ростов-на-Дону,Аванесян К.К. ИП,ул.Волкова д.41/1,2000
7081,Ростов-на-Дону,Аванесян К.К. ИП,ул.Волкова д.41/2,0
7082,Ростов-на-Дону,"ИП Авдиенко В С г Гуково ул К Маркса д 104 маг ""Лакомка""",-,2001
7083,Ростов-на-Дону,Аветян ИП,-,2002
7084,Ростов-на-Дону,Аветян ИП,"рынок Нахичевань, центральный ряд",2002
7085,Ростов-на-Дону,Авоська-4 ООО,-,423
7086,Ростов-на-Дону,Авоська-3 ООО,-,422
7087,Ростов-на-Дону,Авоська-5 ООО,-,1585
7088,Ростов-на-Дону,Агаджанян Л.О. ИП (Доватора),-,0
7089,Ростов-на-Дону,Агаджанян Л.О. ИП (Малин),ул.Малиновского д.134,2003
7090,Ростов-на-Дону,Агаджанян Л.О. ИП (Межд),-,0
7091,Ростов-на-Дону,Агафонов Ф.Г ИП,г.Волгодонск ул.Дуговая д.11,0
7092,Ростов-на-Дону,Агафонов Ф.Г ИП,-,2004
7093,Ростов-на-Дону,Азизова Рузанна Робертовна ИП,ул.Атарбекова д.13/1,0
7094,Ростов-на-Дону,Ай Пи Ком-Юг ОО,пер. Доломановский д.132 А,2005
7095,Ростов-на-Дону,Ай Пи Ком-Юг ООО,пер. Доломановский д.132 А,2005
7096,Ростов-на-Дону,Аида ООО,-,1586
7097,Ростов-на-Дону,Акварель ООО (Доломановский 116),пер.Доломановский д.116,0
7098,Ростов-на-Дону,Аксинья ООО,-,1587
7099,Ростов-на-Дону,Аксинья ООО,г.Зерноград ул.Шукшина д.98 б,0
7100,Ростов-на-Дону,Алавердова Л.Т. ИП,-,2006
7101,Ростов-на-Дону,Алавердова Л.Т. ИП,г.Азов ул.Некрасова д.48,2006
7102,Ростов-на-Дону,Алан ТД ООО,-,2007
7103,Ростов-на-Дону,Алексеев Вячеслав Николаевич ИП,Целинский район ст-ца Сладкая балка ул.Центральная д.6,0
7104,Ростов-на-Дону,АЛИНА ООО,-,1589
7105,Ростов-на-Дону,Алина ООО,ул.Волкова д.41,0
7106,Ростов-на-Дону,Алтухова Любовь Викторовна ИП,г.Таганрог ул.Александровская д.23,0
7107,Ростов-на-Дону,Альтависта,-,1590
7108,Ростов-на-Дону,Альтависта,"рынок ПРИВОЗ (кафе ""Домашняя кухня"")",1590
7109,Ростов-на-Дону,Альтависта ООО,-,1590
7110,Ростов-на-Дону,Альтависта ООО,"рынок ПРИВОЗ (кафе ""Домашняя кухня"")",1590
7111,Ростов-на-Дону,Аляска Плюс ООО,ул.Текучева д.326,0
7112,Ростов-на-Дону,Анжо ООО,"ул.Добровольского, дом № 20/1",0
7113,Ростов-на-Дону,Анжо Авоська ООО,-,1591
7114,Ростов-на-Дону,Антарес ООО,-,0
7115,Ростов-на-Дону,Антарес ООО Магазин №2,п.Целина ул.Калинина д.11 А,0
7116,Ростов-на-Дону,Антей,-,1592
7117,Ростов-на-Дону,Арагац ООО (Темерницкая),пер.Братский д.14,0
7118,Ростов-на-Дону,Арагац ООО (Темерницкая),-,455
7119,Ростов-на-Дону,Арагац ООО(Серафим),-,2008
7120,Ростов-на-Дону,Аргонавт ООО,-,2009
7121,Ростов-на-Дону,Аргонавт ООО,ул.Интернациональная 1/105,2009
7122,Ростов-на-Дону,Арзуманян Э.В. ИП,-,2010
7123,Ростов-на-Дону,Арутюнян Ануш,-,1593
7124,Ростов-на-Дону,Асриян ИП,-,2011
7125,Ростов-на-Дону,Асриян ИП,"Нахичевань, пав, №278",2011
7126,Ростов-на-Дону,Ассамблея ООО,-,0
7127,Ростов-на-Дону,Ассорти ООО(Старый),-,1595
7128,Ростов-на-Дону,Астахова ИП,-,2012
7129,Ростов-на-Дону,Астика ООО,ул.339-й Стрелковой Дивизии д.17/6,468
7130,Ростов-на-Дону,Астика ООО (Цой),ул.339-й Стрелковой Дивизии д.17/6,468
7131,Ростов-на-Дону,АТЕС ООО,-,74
7132,Ростов-на-Дону,Атес ООО,"ул. Капустина, дом № 18/3",0
7133,Ростов-на-Дону,Атриум ООО,-,2013
7134,Ростов-на-Дону,Атриум ООО,ул.3-я Баррикадная д.36/92,2013
